workout_id,start_time,end_time,exercise_index,exercise_title,exercise_notes,set_index,set_weight_lbs,set_reps,workout_type,volume,workout_duration,weight_score
79a4f9f4-4883-485f-9d24-a82301faf734,2024-12-24 11:43:26-05,2024-12-24 12:49:00-05,0,Chest Press (Machine),,0,120.02,6,Upper,720.12,65.57,-0.73
79a4f9f4-4883-485f-9d24-a82301faf734,2024-12-24 11:43:26-05,2024-12-24 12:49:00-05,0,Chest Press (Machine),,1,120.02,4,Upper,480.08,65.57,-0.73
2cd20344-fb15-4a8b-ba61-5c52dda16264,2024-12-16 16:43:14-05,2024-12-16 17:56:09-05,0,Chest Press (Machine),,0,115.02,6,Upper,690.12,72.92,-1.12
2cd20344-fb15-4a8b-ba61-5c52dda16264,2024-12-16 16:43:14-05,2024-12-16 17:56:09-05,0,Chest Press (Machine),,1,115.02,5,Upper,575.1,72.92,-1.12
da9d4713-42c3-4700-ab3a-e40d7ba6fc7b,2024-12-09 17:30:48-05,2024-12-09 18:40:39-05,0,Chest Press (Machine),(did it last today),0,115.02,4,Upper,460.08,69.85,-1.12
da9d4713-42c3-4700-ab3a-e40d7ba6fc7b,2024-12-09 17:30:48-05,2024-12-09 18:40:39-05,0,Chest Press (Machine),(did it last today),1,115.02,4,Upper,460.08,69.85,-1.12
a72fb476-9c09-4b16-9bb3-3ff576230405,2025-09-03 17:15:54-04,2025-09-03 17:52:24-04,1,Crunch (Machine),,0,130.02,8,Upper,1040.16,36.5,0.52
a72fb476-9c09-4b16-9bb3-3ff576230405,2025-09-03 17:15:54-04,2025-09-03 17:52:24-04,1,Crunch (Machine),,1,130.02,8,Upper,1040.16,36.5,0.52
0c3e9787-cd73-4422-8a44-8f37bbc5d2d1,2025-07-26 07:37:52-04,2025-07-26 08:20:15-04,2,Crunch (Machine),,0,110.02,8,Pull,880.16,42.38,-0.89
0c3e9787-cd73-4422-8a44-8f37bbc5d2d1,2025-07-26 07:37:52-04,2025-07-26 08:20:15-04,2,Crunch (Machine),,1,110.02,8,Pull,880.16,42.38,-0.89
0c3e9787-cd73-4422-8a44-8f37bbc5d2d1,2025-07-26 07:37:52-04,2025-07-26 08:20:15-04,2,Crunch (Machine),,2,110.02,8,Pull,880.16,42.38,-0.89
b2e067f4-2e29-4122-a129-7fca0b505b1c,2025-07-17 13:41:22-04,2025-07-17 14:17:31-04,3,Crunch (Machine),,0,100.02,8,Lower,800.16,36.15,-1.59
b2e067f4-2e29-4122-a129-7fca0b505b1c,2025-07-17 13:41:22-04,2025-07-17 14:17:31-04,3,Crunch (Machine),,1,100.02,8,Lower,800.16,36.15,-1.59
b2e067f4-2e29-4122-a129-7fca0b505b1c,2025-07-17 13:41:22-04,2025-07-17 14:17:31-04,3,Crunch (Machine),,2,100.02,8,Lower,800.16,36.15,-1.59
92397aa6-9f3a-4a22-be95-37bd6e7093bd,2025-07-08 18:47:00-04,2025-07-08 19:27:23-04,3,Crunch (Machine),better PF machine,0,132.52,7,Pull,927.64,40.38,0.7
92397aa6-9f3a-4a22-be95-37bd6e7093bd,2025-07-08 18:47:00-04,2025-07-08 19:27:23-04,3,Crunch (Machine),better PF machine,1,100.02,8,Pull,800.16,40.38,-1.59
92397aa6-9f3a-4a22-be95-37bd6e7093bd,2025-07-08 18:47:00-04,2025-07-08 19:27:23-04,3,Crunch (Machine),better PF machine,2,100.02,8,Pull,800.16,40.38,-1.59
f8d37e0d-e78b-4813-87ea-11dfd8fc50ba,2025-07-06 17:43:22-04,2025-07-06 18:33:23-04,0,Crunch (Machine),,0,130.02,10,Push,1300.2,50.02,0.52
f8d37e0d-e78b-4813-87ea-11dfd8fc50ba,2025-07-06 17:43:22-04,2025-07-06 18:33:23-04,0,Crunch (Machine),,1,130.02,8,Push,1040.16,50.02,0.52
f8d37e0d-e78b-4813-87ea-11dfd8fc50ba,2025-07-06 17:43:22-04,2025-07-06 18:33:23-04,0,Crunch (Machine),,2,130.02,8,Push,1040.16,50.02,0.52
060da2a3-f3fa-403a-bb0d-6d3060954aa9,2025-06-29 12:40:02-04,2025-06-29 13:35:42-04,0,Crunch (Machine),,0,130.02,9,Push,1170.18,55.67,0.52
060da2a3-f3fa-403a-bb0d-6d3060954aa9,2025-06-29 12:40:02-04,2025-06-29 13:35:42-04,0,Crunch (Machine),,1,130.02,8,Push,1040.16,55.67,0.52
060da2a3-f3fa-403a-bb0d-6d3060954aa9,2025-06-29 12:40:02-04,2025-06-29 13:35:42-04,0,Crunch (Machine),,2,130.02,7,Push,910.14,55.67,0.52
8a81a465-a80c-49a6-afac-0d160c000b65,2025-06-27 17:55:56-04,2025-06-27 18:40:29-04,0,Crunch (Machine),,0,130.02,10,Lower,1300.2,44.55,0.52
8a81a465-a80c-49a6-afac-0d160c000b65,2025-06-27 17:55:56-04,2025-06-27 18:40:29-04,0,Crunch (Machine),,1,130.02,8,Lower,1040.16,44.55,0.52
8a81a465-a80c-49a6-afac-0d160c000b65,2025-06-27 17:55:56-04,2025-06-27 18:40:29-04,0,Crunch (Machine),,2,130.02,7,Lower,910.14,44.55,0.52
edfeb840-44dd-4985-b324-fe81e67c58ea,2025-06-26 19:05:03-04,2025-06-26 20:13:34-04,0,Crunch (Machine),,0,125.02,10,Upper,1250.2,68.52,0.17
edfeb840-44dd-4985-b324-fe81e67c58ea,2025-06-26 19:05:03-04,2025-06-26 20:13:34-04,0,Crunch (Machine),,1,127.52,8,Upper,1020.16,68.52,0.35
edfeb840-44dd-4985-b324-fe81e67c58ea,2025-06-26 19:05:03-04,2025-06-26 20:13:34-04,0,Crunch (Machine),,2,127.52,8,Upper,1020.16,68.52,0.35
5737d910-5a0c-470f-9b9c-b90906cadf18,2025-06-18 11:32:13-04,2025-06-18 12:43:12-04,4,Crunch (Machine),,0,125.02,10,Upper,1250.2,70.98,0.17
5737d910-5a0c-470f-9b9c-b90906cadf18,2025-06-18 11:32:13-04,2025-06-18 12:43:12-04,4,Crunch (Machine),,1,127.52,8,Upper,1020.16,70.98,0.35
5737d910-5a0c-470f-9b9c-b90906cadf18,2025-06-18 11:32:13-04,2025-06-18 12:43:12-04,4,Crunch (Machine),,2,127.52,8,Upper,1020.16,70.98,0.35
8040e4d0-7dc7-44c5-b865-580a28964bae,2025-06-16 17:44:14-04,2025-06-16 18:28:17-04,1,Crunch (Machine),,0,125.02,10,Lower,1250.2,44.05,0.17
8040e4d0-7dc7-44c5-b865-580a28964bae,2025-06-16 17:44:14-04,2025-06-16 18:28:17-04,1,Crunch (Machine),,1,125.02,8,Lower,1000.16,44.05,0.17
8040e4d0-7dc7-44c5-b865-580a28964bae,2025-06-16 17:44:14-04,2025-06-16 18:28:17-04,1,Crunch (Machine),,2,125.02,8,Lower,1000.16,44.05,0.17
b7b45d3d-5b19-4771-87e7-bdaffc85e4ca,2025-06-13 10:10:53-04,2025-06-13 10:54:20-04,4,Crunch (Machine),,0,125.02,10,Pull,1250.2,43.45,0.17
b7b45d3d-5b19-4771-87e7-bdaffc85e4ca,2025-06-13 10:10:53-04,2025-06-13 10:54:20-04,4,Crunch (Machine),,1,125.02,8,Pull,1000.16,43.45,0.17
b7b45d3d-5b19-4771-87e7-bdaffc85e4ca,2025-06-13 10:10:53-04,2025-06-13 10:54:20-04,4,Crunch (Machine),,2,125.02,8,Pull,1000.16,43.45,0.17
5430f3db-290a-47bb-a155-fa5f5b0c996b,2025-06-11 16:19:42-04,2025-06-11 17:09:45-04,3,Crunch (Machine),,0,125.02,8,Push,1000.16,50.05,0.17
5430f3db-290a-47bb-a155-fa5f5b0c996b,2025-06-11 16:19:42-04,2025-06-11 17:09:45-04,3,Crunch (Machine),,1,120.02,7,Push,840.14,50.05,-0.18
5430f3db-290a-47bb-a155-fa5f5b0c996b,2025-06-11 16:19:42-04,2025-06-11 17:09:45-04,3,Crunch (Machine),,2,120.02,7,Push,840.14,50.05,-0.18
394fbd84-bf96-4403-805a-a697e7d6a422,2025-06-10 20:21:17-04,2025-06-10 21:10:03-04,4,Crunch (Machine),,0,125.02,10,Lower,1250.2,48.77,0.17
394fbd84-bf96-4403-805a-a697e7d6a422,2025-06-10 20:21:17-04,2025-06-10 21:10:03-04,4,Crunch (Machine),,1,125.02,8,Lower,1000.16,48.77,0.17
394fbd84-bf96-4403-805a-a697e7d6a422,2025-06-10 20:21:17-04,2025-06-10 21:10:03-04,4,Crunch (Machine),,2,125.02,8,Lower,1000.16,48.77,0.17
b7e630b4-777b-4119-9a27-cdf7c3e95d26,2025-06-08 14:33:43-04,2025-06-08 15:19:04-04,3,Crunch (Machine),,0,125.02,10,Pull,1250.2,45.35,0.17
b7e630b4-777b-4119-9a27-cdf7c3e95d26,2025-06-08 14:33:43-04,2025-06-08 15:19:04-04,3,Crunch (Machine),,1,125.02,8,Pull,1000.16,45.35,0.17
b7e630b4-777b-4119-9a27-cdf7c3e95d26,2025-06-08 14:33:43-04,2025-06-08 15:19:04-04,3,Crunch (Machine),,2,125.02,7,Pull,875.14,45.35,0.17
3309f7c6-73e2-4f69-b530-42f91fefc609,2025-06-06 16:19:59-04,2025-06-06 17:13:34-04,6,Crunch (Machine),,0,120.02,10,Push,1200.2,53.58,-0.18
3309f7c6-73e2-4f69-b530-42f91fefc609,2025-06-06 16:19:59-04,2025-06-06 17:13:34-04,6,Crunch (Machine),,1,120.02,8,Push,960.16,53.58,-0.18
3309f7c6-73e2-4f69-b530-42f91fefc609,2025-06-06 16:19:59-04,2025-06-06 17:13:34-04,6,Crunch (Machine),,2,120.02,8,Push,960.16,53.58,-0.18
daa872a8-0725-4cc5-9478-1aaf0cf5889b,2025-06-05 16:26:46-04,2025-06-05 17:06:59-04,1,Crunch (Machine),,0,120.02,10,Lower,1200.2,40.22,-0.18
daa872a8-0725-4cc5-9478-1aaf0cf5889b,2025-06-05 16:26:46-04,2025-06-05 17:06:59-04,1,Crunch (Machine),,1,120.02,8,Lower,960.16,40.22,-0.18
daa872a8-0725-4cc5-9478-1aaf0cf5889b,2025-06-05 16:26:46-04,2025-06-05 17:06:59-04,1,Crunch (Machine),,2,120.02,7,Lower,840.14,40.22,-0.18
8eb18d16-e042-467b-94ba-cb0695bc4404,2025-06-04 18:01:56-04,2025-06-04 18:59:42-04,0,Crunch (Machine),,0,120.02,10,Upper,1200.2,57.77,-0.18
8eb18d16-e042-467b-94ba-cb0695bc4404,2025-06-04 18:01:56-04,2025-06-04 18:59:42-04,0,Crunch (Machine),,1,120.02,10,Upper,1200.2,57.77,-0.18
8eb18d16-e042-467b-94ba-cb0695bc4404,2025-06-04 18:01:56-04,2025-06-04 18:59:42-04,0,Crunch (Machine),,2,120.02,8,Upper,960.16,57.77,-0.18
37963ca5-518d-47ad-90d5-9793ccd5539e,2025-05-15 17:24:52-04,2025-05-15 17:57:10-04,4,Crunch (Machine),,0,132.52,8,Lower,1060.16,32.3,0.7
37963ca5-518d-47ad-90d5-9793ccd5539e,2025-05-15 17:24:52-04,2025-05-15 17:57:10-04,4,Crunch (Machine),,1,132.52,8,Lower,1060.16,32.3,0.7
37963ca5-518d-47ad-90d5-9793ccd5539e,2025-05-15 17:24:52-04,2025-05-15 17:57:10-04,4,Crunch (Machine),,2,132.52,8,Lower,1060.16,32.3,0.7
6a059c10-fdf7-48e8-81cc-7294da639a7b,2025-05-14 15:27:16-04,2025-05-14 16:31:12-04,6,Crunch (Machine),,0,130.02,8,Upper,1040.16,63.93,0.52
6a059c10-fdf7-48e8-81cc-7294da639a7b,2025-05-14 15:27:16-04,2025-05-14 16:31:12-04,6,Crunch (Machine),,1,130.02,8,Upper,1040.16,63.93,0.52
6a059c10-fdf7-48e8-81cc-7294da639a7b,2025-05-14 15:27:16-04,2025-05-14 16:31:12-04,6,Crunch (Machine),,2,130.02,8,Upper,1040.16,63.93,0.52
626897e0-d72e-4b99-b5c6-dc03d6d4bf7d,2025-05-07 17:34:15-04,2025-05-07 18:31:56-04,3,Crunch (Machine),,0,130.02,8,Push,1040.16,57.68,0.52
626897e0-d72e-4b99-b5c6-dc03d6d4bf7d,2025-05-07 17:34:15-04,2025-05-07 18:31:56-04,3,Crunch (Machine),,1,130.02,8,Push,1040.16,57.68,0.52
626897e0-d72e-4b99-b5c6-dc03d6d4bf7d,2025-05-07 17:34:15-04,2025-05-07 18:31:56-04,3,Crunch (Machine),,2,130.02,8,Push,1040.16,57.68,0.52
f925297d-4f97-4d37-afb0-e98f1197a101,2025-05-06 16:04:29-04,2025-05-06 16:48:27-04,2,Crunch (Machine),,0,130.02,8,Lower,1040.16,43.97,0.52
f925297d-4f97-4d37-afb0-e98f1197a101,2025-05-06 16:04:29-04,2025-05-06 16:48:27-04,2,Crunch (Machine),,1,130.02,7,Lower,910.14,43.97,0.52
f925297d-4f97-4d37-afb0-e98f1197a101,2025-05-06 16:04:29-04,2025-05-06 16:48:27-04,2,Crunch (Machine),,2,130.02,7,Lower,910.14,43.97,0.52
6eaa0d44-52e0-4359-a044-c962ee673baa,2025-05-05 19:42:40-04,2025-05-05 20:36:53-04,1,Crunch (Machine),,0,127.52,8,Upper,1020.16,54.22,0.35
6eaa0d44-52e0-4359-a044-c962ee673baa,2025-05-05 19:42:40-04,2025-05-05 20:36:53-04,1,Crunch (Machine),,1,127.52,8,Upper,1020.16,54.22,0.35
6eaa0d44-52e0-4359-a044-c962ee673baa,2025-05-05 19:42:40-04,2025-05-05 20:36:53-04,1,Crunch (Machine),,2,127.52,8,Upper,1020.16,54.22,0.35
f2cb3781-48e6-43a0-bdab-15f06e565735,2025-04-30 16:14:20-04,2025-04-30 17:00:11-04,2,Crunch (Machine),,0,125.02,8,Push,1000.16,45.85,0.17
f2cb3781-48e6-43a0-bdab-15f06e565735,2025-04-30 16:14:20-04,2025-04-30 17:00:11-04,2,Crunch (Machine),,1,125.02,8,Push,1000.16,45.85,0.17
f2cb3781-48e6-43a0-bdab-15f06e565735,2025-04-30 16:14:20-04,2025-04-30 17:00:11-04,2,Crunch (Machine),,2,125.02,8,Push,1000.16,45.85,0.17
74505daf-6898-40cf-bf0c-2bd6dfa8b94d,2025-04-28 16:24:45-04,2025-04-28 17:10:31-04,2,Crunch (Machine),,0,120.02,8,Upper,960.16,45.77,-0.18
74505daf-6898-40cf-bf0c-2bd6dfa8b94d,2025-04-28 16:24:45-04,2025-04-28 17:10:31-04,2,Crunch (Machine),,1,120.02,8,Upper,960.16,45.77,-0.18
74505daf-6898-40cf-bf0c-2bd6dfa8b94d,2025-04-28 16:24:45-04,2025-04-28 17:10:31-04,2,Crunch (Machine),,2,120.02,8,Upper,960.16,45.77,-0.18
3ba8571a-3249-4a3d-971d-eab985439fb1,2025-04-22 16:04:50-04,2025-04-22 17:07:36-04,8,Crunch (Machine),,0,120.02,8,Upper,960.16,62.77,-0.18
3ba8571a-3249-4a3d-971d-eab985439fb1,2025-04-22 16:04:50-04,2025-04-22 17:07:36-04,8,Crunch (Machine),,1,120.02,8,Upper,960.16,62.77,-0.18
3ba8571a-3249-4a3d-971d-eab985439fb1,2025-04-22 16:04:50-04,2025-04-22 17:07:36-04,8,Crunch (Machine),,2,120.02,8,Upper,960.16,62.77,-0.18
ba8f65db-60b9-4e40-84d7-f2a2dbd6a4db,2025-04-17 14:05:45-04,2025-04-17 15:08:45-04,6,Crunch (Machine),,0,117.52,8,Upper,940.16,63.0,-0.36
ba8f65db-60b9-4e40-84d7-f2a2dbd6a4db,2025-04-17 14:05:45-04,2025-04-17 15:08:45-04,6,Crunch (Machine),,1,117.52,8,Upper,940.16,63.0,-0.36
ba8f65db-60b9-4e40-84d7-f2a2dbd6a4db,2025-04-17 14:05:45-04,2025-04-17 15:08:45-04,6,Crunch (Machine),,2,117.52,8,Upper,940.16,63.0,-0.36
79a01ae1-1ba9-4030-b969-f04a53439cbe,2025-04-14 19:15:38-04,2025-04-14 20:04:48-04,6,Crunch (Machine),,0,115.02,8,Upper,920.16,49.17,-0.54
79a01ae1-1ba9-4030-b969-f04a53439cbe,2025-04-14 19:15:38-04,2025-04-14 20:04:48-04,6,Crunch (Machine),,1,115.02,8,Upper,920.16,49.17,-0.54
79a01ae1-1ba9-4030-b969-f04a53439cbe,2025-04-14 19:15:38-04,2025-04-14 20:04:48-04,6,Crunch (Machine),,2,115.02,8,Upper,920.16,49.17,-0.54
7c8cbec6-06db-4c00-a7bc-d2c75a9d650d,2025-04-11 17:02:06-04,2025-04-11 17:35:09-04,3,Crunch (Machine),,0,112.52,8,Lower,900.16,33.05,-0.71
7c8cbec6-06db-4c00-a7bc-d2c75a9d650d,2025-04-11 17:02:06-04,2025-04-11 17:35:09-04,3,Crunch (Machine),,1,115.02,8,Lower,920.16,33.05,-0.54
7c8cbec6-06db-4c00-a7bc-d2c75a9d650d,2025-04-11 17:02:06-04,2025-04-11 17:35:09-04,3,Crunch (Machine),,2,115.02,8,Lower,920.16,33.05,-0.54
7828d949-7efc-489a-ab60-6bea3f10a021,2025-04-10 13:43:40-04,2025-04-10 14:40:43-04,3,Crunch (Machine),,0,112.52,8,Upper,900.16,57.05,-0.71
7828d949-7efc-489a-ab60-6bea3f10a021,2025-04-10 13:43:40-04,2025-04-10 14:40:43-04,3,Crunch (Machine),,1,112.52,8,Upper,900.16,57.05,-0.71
7828d949-7efc-489a-ab60-6bea3f10a021,2025-04-10 13:43:40-04,2025-04-10 14:40:43-04,3,Crunch (Machine),,2,112.52,7,Upper,787.64,57.05,-0.71
583f9856-3112-4dfc-b35a-ca0397ca7abb,2025-04-07 17:08:37-04,2025-04-07 18:00:08-04,6,Crunch (Machine),,0,110.02,8,Upper,880.16,51.52,-0.89
583f9856-3112-4dfc-b35a-ca0397ca7abb,2025-04-07 17:08:37-04,2025-04-07 18:00:08-04,6,Crunch (Machine),,1,110.02,8,Upper,880.16,51.52,-0.89
583f9856-3112-4dfc-b35a-ca0397ca7abb,2025-04-07 17:08:37-04,2025-04-07 18:00:08-04,6,Crunch (Machine),,2,110.02,8,Upper,880.16,51.52,-0.89
54aca8a4-d49a-4527-9868-538124e6f857,2025-04-03 13:56:11-04,2025-04-03 14:41:02-04,4,Crunch (Machine),,0,107.52,8,Upper,860.16,44.85,-1.07
54aca8a4-d49a-4527-9868-538124e6f857,2025-04-03 13:56:11-04,2025-04-03 14:41:02-04,4,Crunch (Machine),,1,107.52,8,Upper,860.16,44.85,-1.07
54aca8a4-d49a-4527-9868-538124e6f857,2025-04-03 13:56:11-04,2025-04-03 14:41:02-04,4,Crunch (Machine),,2,107.52,8,Upper,860.16,44.85,-1.07
53e2f6d9-8354-4a5e-a7cc-7ada6d6ed531,2025-03-31 16:40:54-04,2025-03-31 17:37:17-04,2,Crunch (Machine),,0,105.02,8,Upper,840.16,56.38,-1.24
53e2f6d9-8354-4a5e-a7cc-7ada6d6ed531,2025-03-31 16:40:54-04,2025-03-31 17:37:17-04,2,Crunch (Machine),,1,105.02,8,Upper,840.16,56.38,-1.24
53e2f6d9-8354-4a5e-a7cc-7ada6d6ed531,2025-03-31 16:40:54-04,2025-03-31 17:37:17-04,2,Crunch (Machine),,2,105.02,8,Upper,840.16,56.38,-1.24
29e6bad7-5cd6-43ae-8171-634076b59081,2025-03-25 12:25:48-04,2025-03-25 13:03:28-04,4,Crunch (Machine),,0,95.02,8,Lower,760.16,37.67,-1.95
29e6bad7-5cd6-43ae-8171-634076b59081,2025-03-25 12:25:48-04,2025-03-25 13:03:28-04,4,Crunch (Machine),,1,95.02,8,Lower,760.16,37.67,-1.95
29e6bad7-5cd6-43ae-8171-634076b59081,2025-03-25 12:25:48-04,2025-03-25 13:03:28-04,4,Crunch (Machine),,2,95.02,7,Lower,665.14,37.67,-1.95
9426cafe-7c28-4a47-9143-35526b0607c0,2025-03-24 15:16:58-04,2025-03-24 16:14:33-04,2,Crunch (Machine),,0,90.02,8,Upper,720.16,57.58,-2.3
9426cafe-7c28-4a47-9143-35526b0607c0,2025-03-24 15:16:58-04,2025-03-24 16:14:33-04,2,Crunch (Machine),,1,90.02,8,Upper,720.16,57.58,-2.3
9426cafe-7c28-4a47-9143-35526b0607c0,2025-03-24 15:16:58-04,2025-03-24 16:14:33-04,2,Crunch (Machine),,2,90.02,7,Upper,630.14,57.58,-2.3
2e2d56e1-a4d1-481c-80b5-8a4fd80f76c2,2025-03-22 14:07:08-04,2025-03-22 15:19:20-04,6,Crunch (Machine),,0,155.03,8,Upper,1240.24,72.2,2.29
2e2d56e1-a4d1-481c-80b5-8a4fd80f76c2,2025-03-22 14:07:08-04,2025-03-22 15:19:20-04,6,Crunch (Machine),,1,155.03,5,Upper,775.15,72.2,2.29
2e2d56e1-a4d1-481c-80b5-8a4fd80f76c2,2025-03-22 14:07:08-04,2025-03-22 15:19:20-04,6,Crunch (Machine),,2,145.02,6,Upper,870.12,72.2,1.58
5d011307-ac33-45eb-a447-045900461367,2025-03-14 13:36:52-04,2025-03-14 14:13:45-04,5,Crunch (Machine),,0,155.03,8,Lower,1240.24,36.88,2.29
5d011307-ac33-45eb-a447-045900461367,2025-03-14 13:36:52-04,2025-03-14 14:13:45-04,5,Crunch (Machine),,1,155.03,7,Lower,1085.21,36.88,2.29
5d011307-ac33-45eb-a447-045900461367,2025-03-14 13:36:52-04,2025-03-14 14:13:45-04,5,Crunch (Machine),,2,155.03,4,Lower,620.12,36.88,2.29
1878db13-a7b0-4147-b80e-6b7b613dc3b2,2025-03-11 17:24:31-04,2025-03-11 18:06:39-04,4,Crunch (Machine),,0,150.03,8,Lower,1200.24,42.13,1.93
1878db13-a7b0-4147-b80e-6b7b613dc3b2,2025-03-11 17:24:31-04,2025-03-11 18:06:39-04,4,Crunch (Machine),,1,150.03,7,Lower,1050.21,42.13,1.93
1878db13-a7b0-4147-b80e-6b7b613dc3b2,2025-03-11 17:24:31-04,2025-03-11 18:06:39-04,4,Crunch (Machine),,2,150.03,6,Lower,900.18,42.13,1.93
fd1bc5be-917d-4a6a-8a43-5366e2172003,2025-03-10 16:01:24-04,2025-03-10 17:07:33-04,8,Crunch (Machine),,0,145.02,8,Upper,1160.16,66.15,1.58
fd1bc5be-917d-4a6a-8a43-5366e2172003,2025-03-10 16:01:24-04,2025-03-10 17:07:33-04,8,Crunch (Machine),,1,145.02,7,Upper,1015.14,66.15,1.58
fd1bc5be-917d-4a6a-8a43-5366e2172003,2025-03-10 16:01:24-04,2025-03-10 17:07:33-04,8,Crunch (Machine),,2,145.02,6,Upper,870.12,66.15,1.58
0e81afff-f0e0-459b-9c1a-a8ce04740072,2025-03-06 13:33:49-05,2025-03-06 14:27:41-05,7,Crunch (Machine),,0,140.02,8,Upper,1120.16,53.87,1.23
0e81afff-f0e0-459b-9c1a-a8ce04740072,2025-03-06 13:33:49-05,2025-03-06 14:27:41-05,7,Crunch (Machine),,1,140.02,7,Upper,980.14,53.87,1.23
0e81afff-f0e0-459b-9c1a-a8ce04740072,2025-03-06 13:33:49-05,2025-03-06 14:27:41-05,7,Crunch (Machine),,2,140.02,6,Upper,840.12,53.87,1.23
0e9527fe-71de-4db2-b794-88323d17809f,2025-02-19 16:17:00-05,2025-02-19 17:11:12-05,7,Crunch (Machine),,0,125.02,8,Upper,1000.16,54.2,0.17
0e9527fe-71de-4db2-b794-88323d17809f,2025-02-19 16:17:00-05,2025-02-19 17:11:12-05,7,Crunch (Machine),,1,125.02,8,Upper,1000.16,54.2,0.17
0e9527fe-71de-4db2-b794-88323d17809f,2025-02-19 16:17:00-05,2025-02-19 17:11:12-05,7,Crunch (Machine),,2,125.02,8,Upper,1000.16,54.2,0.17
0aba088b-7a7c-4be4-8c2f-4df7f44d8ba4,2025-01-28 16:31:36-05,2025-01-28 17:34:21-05,8,Crunch (Machine),,0,120.02,8,Upper,960.16,62.75,-0.18
0aba088b-7a7c-4be4-8c2f-4df7f44d8ba4,2025-01-28 16:31:36-05,2025-01-28 17:34:21-05,8,Crunch (Machine),,1,120.02,8,Upper,960.16,62.75,-0.18
0aba088b-7a7c-4be4-8c2f-4df7f44d8ba4,2025-01-28 16:31:36-05,2025-01-28 17:34:21-05,8,Crunch (Machine),,2,120.02,6,Upper,720.12,62.75,-0.18
697df994-7eae-4909-8e94-b389fe1e8781,2025-01-18 16:49:44-05,2025-01-18 17:23:45-05,2,Crunch (Machine),,0,100.02,10,Lower,1000.2,34.02,-1.59
697df994-7eae-4909-8e94-b389fe1e8781,2025-01-18 16:49:44-05,2025-01-18 17:23:45-05,2,Crunch (Machine),,1,100.02,10,Lower,1000.2,34.02,-1.59
98412384-2e72-45f3-b60a-6be5d1a7d51a,2025-07-28 19:35:20-04,2025-07-28 20:24:13-04,1,Deadlift (Smith Machine),,0,205.04,10,Lower,2050.4,48.88,-1.14
98412384-2e72-45f3-b60a-6be5d1a7d51a,2025-07-28 19:35:20-04,2025-07-28 20:24:13-04,1,Deadlift (Smith Machine),,1,225.04,8,Lower,1800.32,48.88,-0.43
cee7de44-6318-4707-99be-d04893a825e4,2025-07-01 18:38:41-04,2025-07-01 19:22:18-04,0,Deadlift (Smith Machine),,0,225.04,8,Lower,1800.32,43.62,-0.43
cee7de44-6318-4707-99be-d04893a825e4,2025-07-01 18:38:41-04,2025-07-01 19:22:18-04,0,Deadlift (Smith Machine),,1,225.04,6,Lower,1350.24,43.62,-0.43
8a81a465-a80c-49a6-afac-0d160c000b65,2025-06-27 17:55:56-04,2025-06-27 18:40:29-04,4,Deadlift (Smith Machine),,0,180.03,10,Lower,1800.3,44.55,-2.02
8a81a465-a80c-49a6-afac-0d160c000b65,2025-06-27 17:55:56-04,2025-06-27 18:40:29-04,4,Deadlift (Smith Machine),,1,225.04,8,Lower,1800.32,44.55,-0.43
daa872a8-0725-4cc5-9478-1aaf0cf5889b,2025-06-05 16:26:46-04,2025-06-05 17:06:59-04,2,Deadlift (Smith Machine),,0,225.04,8,Lower,1800.32,40.22,-0.43
daa872a8-0725-4cc5-9478-1aaf0cf5889b,2025-06-05 16:26:46-04,2025-06-05 17:06:59-04,2,Deadlift (Smith Machine),,1,225.04,8,Lower,1800.32,40.22,-0.43
f0239a43-8c14-4489-b21d-c8e7f22272b7,2025-05-22 17:40:09-04,2025-05-22 18:33:39-04,4,Deadlift (Smith Machine),,0,225.04,8,Lower,1800.32,53.5,-0.43
f0239a43-8c14-4489-b21d-c8e7f22272b7,2025-05-22 17:40:09-04,2025-05-22 18:33:39-04,4,Deadlift (Smith Machine),,1,225.04,6,Lower,1350.24,53.5,-0.43
d302e13c-a887-4a52-a7f0-2a373eb52b7b,2025-03-28 10:59:59-04,2025-03-28 12:07:51-04,5,Deadlift (Smith Machine),,0,275.05,6,Lower,1650.3,67.87,1.33
d302e13c-a887-4a52-a7f0-2a373eb52b7b,2025-03-28 10:59:59-04,2025-03-28 12:07:51-04,5,Deadlift (Smith Machine),,1,275.05,6,Lower,1650.3,67.87,1.33
2e2d56e1-a4d1-481c-80b5-8a4fd80f76c2,2025-03-22 14:07:08-04,2025-03-22 15:19:20-04,4,Deadlift (Smith Machine),,0,245.04,8,Upper,1960.32,72.2,0.28
2e2d56e1-a4d1-481c-80b5-8a4fd80f76c2,2025-03-22 14:07:08-04,2025-03-22 15:19:20-04,4,Deadlift (Smith Machine),,1,275.05,6,Upper,1650.3,72.2,1.33
689efd62-0066-4447-bc5f-9f277ba88964,2024-12-21 16:26:16-05,2024-12-21 17:18:23-05,1,Deadlift (Smith Machine),,0,275.05,4,Lower,1100.2,52.12,1.33
689efd62-0066-4447-bc5f-9f277ba88964,2024-12-21 16:26:16-05,2024-12-21 17:18:23-05,1,Deadlift (Smith Machine),,1,265.05,5,Lower,1325.25,52.12,0.98
4e5e7eb0-5485-4740-860d-91ee9ee3f3b1,2024-12-06 15:41:01-05,2024-12-06 16:15:16-05,1,Dumbbell Row,65 max weight of dumbbell dumbass campus gym 😠,0,65.01,10,Pull,650.1,34.25,0.0
